Campaign_ID,Target_Audience,Campaign_Goal,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,Company
506344,Men 45-60,Brand Awareness,15 Days,Facebook,0.12,$500.00 ,3.86,Los Angeles,Spanish,598,3292,10,Fashion,10/3/2022,Vogue Visions
896901,All Ages,Brand Awareness,15 Days,Pinterest,0.04,$500.00 ,0.112610776,Los Angeles,English,351,2126,1,Health,7/19/2022,Vigor Valley
592792,Women 25-34,Increase Sales,15 Days,Facebook,0.09,$500.00 ,3.82,Austin,English,599,3293,6,Health,5/5/2022,Wellness Waves
647891,Women 35-44,Market Expansion,15 Days,Instagram,0.05,$500.00 ,0.46,Miami,French,599,3294,4,Food,2/1/2022,Culinary Quest
251633,Women 25-34,Market Expansion,15 Days,Twitter,0.11,$500.00 ,3.08,Austin,French,599,3294,3,Health,3/6/2022,Balance Beam
717830,All Ages,Market Expansion,15 Days,Facebook,0.13,$500.00 ,2.08,Miami,French,599,3294,4,Food,6/18/2022,Bistro Bliss
530340,All Ages,Market Expansion,15 Days,Pinterest,0.09,$500.00 ,0.645277622,Miami,Spanish,351,2127,1,Fashion,11/20/2022,Mode Maven
205583,Men 25-34,Increase Sales,15 Days,Instagram,0.11,$500.00 ,1.88,Las Vegas,English,599,3295,1,Technology,12/16/2022,Silicon Saga
468770,Men 25-34,Market Expansion,15 Days,Instagram,0.05,$500.00 ,3.52,Las Vegas,French,599,3296,8,Food,3/15/2022,Culinary Quest
791530,Women 25-34,Increase Sales,15 Days,Pinterest,0.02,$500.00 ,0.023237144,Las Vegas,French,352,2128,1,Fashion,1/29/2022,Vogue Visions
161721,Men 35-44,Brand Awareness,15 Days,Instagram,0.02,$500.00 ,6.52,New York,French,600,3296,4,Fashion,4/22/2022,Runway Rebels
235298,Women 25-34,Market Expansion,15 Days,Facebook,0.13,$500.00 ,6.46,Las Vegas,French,600,3297,7,Health,10/3/2022,Elixir Essence
676106,Women 45-60,Increase Sales,15 Days,Pinterest,0.12,$500.00 ,0.836537194,Miami,Spanish,352,2128,1,Food,12/9/2022,Feast Flavors
760640,Men 25-34,Brand Awareness,15 Days,Facebook,0.04,$500.00 ,7.59,Austin,French,600,3297,8,Food,4/26/2022,Nosh Nirvana
679340,All Ages,Increase Sales,15 Days,Pinterest,0.05,$500.00 ,0.538029264,Las Vegas,English,352,2129,1,Fashion,7/11/2022,Fiber Fashion
987743,Men 18-24,Increase Sales,15 Days,Instagram,0.06,$500.00 ,4.88,New York,French,600,3298,4,Home,8/1/2022,Homely Haven
215288,Men 25-34,Product Launch,15 Days,Twitter,0.07,$500.00 ,1.49,Miami,English,600,3299,10,Health,7/10/2022,Vital Vigor
297216,Women 45-60,Brand Awareness,15 Days,Twitter,0.08,$500.00 ,2.22,Los Angeles,English,601,3299,2,Food,9/3/2022,Feast Flavors
551090,Men 18-24,Product Launch,15 Days,Facebook,0.14,$500.00 ,2,Las Vegas,Spanish,601,3299,1,Food,8/22/2022,Feast Flavors
538055,Women 18-24,Market Expansion,15 Days,Facebook,0.06,$500.00 ,7.84,Los Angeles,English,601,3300,8,Food,9/21/2022,Palate Paradise
710573,Men 45-60,Product Launch,15 Days,Facebook,0.13,$500.00 ,6.54,Austin,French,601,3300,10,Fashion,4/2/2022,Fiber Fashion
726822,Women 45-60,Brand Awareness,15 Days,Instagram,0.12,$500.00 ,4.9,New York,English,601,3301,7,Home,4/20/2022,Nest Neat
241068,All Ages,Increase Sales,15 Days,Facebook,0.05,$500.00 ,2.94,New York,Spanish,601,3301,5,Food,12/3/2022,Savor Street
466982,Women 25-34,Product Launch,15 Days,Twitter,0.04,$500.00 ,1.16,Los Angeles,French,601,3301,8,Fashion,5/17/2022,Chic Couture
984233,Men 35-44,Brand Awareness,15 Days,Pinterest,0.05,$500.00 ,0.908036099,Los Angeles,French,353,2131,1,Technology,11/14/2022,Code Crafters
480938,Women 45-60,Product Launch,15 Days,Pinterest,0.06,$500.00 ,1.220843811,Austin,Spanish,353,2131,1,Fashion,1/29/2022,Silk & Style
772414,Men 25-34,Increase Sales,15 Days,Facebook,0.13,$500.00 ,5.79,New York,French,602,3303,4,Home,11/3/2022,Nest Neat
472557,Men 25-34,Product Launch,15 Days,Instagram,0.11,$500.00 ,6.03,New York,Spanish,602,3303,6,Home,7/26/2022,Hearth Harmony
847886,Men 18-24,Brand Awareness,15 Days,Facebook,0.05,$500.00 ,1.45,New York,English,602,3303,10,Technology,2/14/2022,Gadget Giants
373661,Men 25-34,Product Launch,15 Days,Twitter,0.12,$500.00 ,5.77,Los Angeles,English,602,3304,6,Health,11/16/2022,Heal Hub
410705,Women 35-44,Market Expansion,15 Days,Instagram,0.15,$500.00 ,4.87,New York,Spanish,602,3304,4,Food,5/15/2022,Gourmet Grove
514413,Women 18-24,Increase Sales,15 Days,Twitter,0.02,$500.00 ,1.46,Miami,Spanish,602,3304,9,Health,10/2/2022,Aura Align
298790,Men 45-60,Increase Sales,15 Days,Facebook,0.12,$500.00 ,0.39,New York,Spanish,603,3305,5,Home,11/7/2022,Living Luxe
130673,Women 35-44,Product Launch,15 Days,Instagram,0.08,$500.00 ,2.19,Austin,French,603,3305,2,Food,11/6/2022,Feast Flavors
735328,Men 25-34,Increase Sales,15 Days,Instagram,0.08,$500.00 ,1.97,Los Angeles,French,603,3306,5,Health,9/19/2022,Well Wish
621573,Women 35-44,Product Launch,15 Days,Twitter,0.13,$500.00 ,5.43,Miami,English,603,3306,10,Home,1/28/2022,Nest Neat
574888,Men 35-44,Market Expansion,15 Days,Pinterest,0.12,$500.00 ,0.541604209,New York,English,354,2134,1,Health,9/25/2022,Pulse Point
817777,All Ages,Brand Awareness,15 Days,Twitter,0.14,$500.00 ,5.96,Las Vegas,French,603,3307,2,Technology,9/17/2022,NexGen Nerds
396650,All Ages,Increase Sales,15 Days,Twitter,0.09,$500.00 ,0.41,Los Angeles,French,603,3307,9,Technology,1/15/2022,Pixel Pioneers
294344,Women 25-34,Brand Awareness,15 Days,Twitter,0.01,$500.00 ,5.07,Las Vegas,French,604,3308,10,Fashion,3/29/2022,Fiber Fashion
714775,Women 45-60,Product Launch,15 Days,Facebook,0.11,$500.00 ,5.21,New York,French,604,3308,1,Technology,12/22/2022,Quantum Quirks
143262,Men 25-34,Brand Awareness,15 Days,Pinterest,0.13,$500.00 ,0.916973463,Los Angeles,Spanish,354,2135,1,Home,11/19/2022,Living Luxe
758466,Women 18-24,Increase Sales,15 Days,Twitter,0.14,$500.00 ,0.79,Miami,English,604,3309,1,Technology,5/7/2022,NexGen Nerds
957081,Men 45-60,Product Launch,15 Days,Instagram,0.07,$500.00 ,0.94,Miami,French,604,3309,1,Home,8/29/2022,Domestic Dream
810802,Men 45-60,Brand Awareness,15 Days,Pinterest,0.1,$500.00 ,1.118957871,Miami,Spanish,354,2137,1,Fashion,4/4/2022,Vogue Visions
839637,Women 35-44,Product Launch,15 Days,Pinterest,0.12,$500.00 ,0.491554975,Austin,Spanish,354,2137,1,Fashion,1/30/2022,Mode Maven
476399,Women 35-44,Brand Awareness,15 Days,Pinterest,0.02,$500.00 ,0.080436269,Los Angeles,English,354,2137,1,Food,10/4/2022,Palate Paradise
359834,All Ages,Increase Sales,15 Days,Twitter,0.05,$500.00 ,0.88,Las Vegas,French,605,3311,7,Fashion,6/19/2022,Runway Rebels
398509,Men 45-60,Increase Sales,15 Days,Facebook,0.1,$500.00 ,2.2,New York,Spanish,605,3311,2,Health,7/19/2022,Heal Hub
359905,Women 45-60,Increase Sales,15 Days,Facebook,0.09,$500.00 ,7.33,Miami,French,605,3312,6,Home,11/9/2022,Hearth Harmony
525074,Men 18-24,Product Launch,15 Days,Pinterest,0.15,$500.00 ,0.042899343,Austin,French,355,2138,1,Home,11/3/2022,Nest Neat
702878,Men 35-44,Brand Awareness,15 Days,Instagram,0.06,$500.00 ,5.2,New York,Spanish,605,3312,5,Home,1/20/2022,Cozy Corners
617043,Men 18-24,Product Launch,15 Days,Facebook,0.02,$500.00 ,2.64,Los Angeles,Spanish,605,3313,7,Home,7/6/2022,Domestic Dream
202874,Men 35-44,Product Launch,15 Days,Twitter,0.11,$500.00 ,1.98,New York,Spanish,605,3313,5,Health,5/3/2022,Balance Beam
171227,Men 35-44,Brand Awareness,15 Days,Twitter,0.05,$500.00 ,3.2,Los Angeles,Spanish,605,3313,6,Food,3/21/2022,Dine Divine
939825,Women 45-60,Brand Awareness,15 Days,Instagram,0.11,$500.00 ,1.8,Los Angeles,English,606,3314,8,Home,6/19/2022,Homely Haven
762872,All Ages,Market Expansion,15 Days,Instagram,0.03,$500.00 ,4.96,Austin,French,606,3314,9,Technology,6/1/2022,Cyber Circuit
455446,Women 18-24,Increase Sales,15 Days,Twitter,0.07,$500.00 ,4.06,Austin,English,606,3315,2,Home,6/25/2022,Dwell Delight
690483,Men 35-44,Increase Sales,15 Days,Instagram,0.02,$500.00 ,4.95,Miami,French,606,3315,6,Fashion,4/1/2022,Fiber Fashion
207102,Men 35-44,Market Expansion,15 Days,Instagram,0.12,$500.00 ,1.61,Austin,French,606,3315,4,Home,3/3/2022,Living Luxe
347746,Men 35-44,Increase Sales,15 Days,Facebook,0.05,$500.00 ,4.26,Miami,English,606,3316,8,Food,10/12/2022,Nosh Nirvana
667403,Women 25-34,Market Expansion,15 Days,Instagram,0.15,$500.00 ,7.23,Las Vegas,Spanish,606,3316,10,Health,3/20/2022,Aura Align
640582,Women 25-34,Brand Awareness,15 Days,Facebook,0.11,$500.00 ,2.4,Las Vegas,Spanish,607,3317,8,Fashion,7/19/2022,Attire Artistry
341248,Women 35-44,Increase Sales,15 Days,Pinterest,0.13,$500.00 ,0.09473605,Los Angeles,Spanish,356,2141,1,Health,2/10/2022,Well Wish
695346,All Ages,Product Launch,15 Days,Instagram,0.14,$500.00 ,1.54,New York,Spanish,607,3317,2,Fashion,10/30/2022,Attire Artistry
563179,Men 18-24,Market Expansion,15 Days,Pinterest,0.11,$500.00 ,0.042899343,Las Vegas,English,356,2142,1,Home,7/11/2022,Space Spruce
138938,Women 25-34,Market Expansion,15 Days,Pinterest,0.09,$500.00 ,0.607740696,New York,Spanish,356,2142,1,Health,5/4/2022,Aura Align
547341,Women 25-34,Increase Sales,15 Days,Twitter,0.06,$500.00 ,2.55,New York,English,607,3319,8,Health,2/24/2022,Vital Vigor
399223,Men 45-60,Product Launch,15 Days,Pinterest,0.02,$500.00 ,0.153722647,Las Vegas,English,356,2142,1,Fashion,10/22/2022,Attire Artistry
414041,Men 45-60,Market Expansion,15 Days,Pinterest,0.08,$500.00 ,0.570203771,Las Vegas,English,356,2142,1,Fashion,4/23/2022,Style Sphere
751465,Men 25-34,Product Launch,15 Days,Pinterest,0.08,$500.00 ,0.377156726,Los Angeles,Spanish,357,2143,1,Health,9/15/2022,Vital Vigor
877408,Women 25-34,Market Expansion,15 Days,Instagram,0.11,$500.00 ,2.93,Los Angeles,French,608,3320,4,Home,11/28/2022,Decor Dreams
271572,Women 18-24,Brand Awareness,15 Days,Twitter,0.12,$500.00 ,6.07,Miami,English,608,3320,5,Technology,3/19/2022,Code Crafters
918408,Men 45-60,Market Expansion,15 Days,Facebook,0.05,$500.00 ,6.72,Los Angeles,Spanish,608,3321,3,Food,3/16/2022,Bistro Bliss
629748,Women 25-34,Market Expansion,15 Days,Instagram,0.09,$500.00 ,1.83,Las Vegas,Spanish,608,3321,1,Fashion,11/29/2022,Silk & Style
771274,Men 45-60,Market Expansion,15 Days,Twitter,0.03,$500.00 ,5.18,New York,French,608,3322,5,Health,4/3/2022,Aura Align
947645,Men 18-24,Product Launch,15 Days,Facebook,0.07,$500.00 ,5.95,New York,Spanish,608,3322,4,Fashion,10/31/2022,Mode Maven
108004,Women 35-44,Product Launch,15 Days,Facebook,0.13,$500.00 ,2.36,New York,English,609,3322,4,Fashion,9/8/2022,Fiber Fashion
142251,Men 25-34,Market Expansion,15 Days,Facebook,0.12,$500.00 ,4.87,Los Angeles,French,609,3323,9,Food,7/18/2022,Culinary Quest
779607,Men 35-44,Market Expansion,15 Days,Twitter,0.06,$500.00 ,6.7,Las Vegas,French,609,3323,6,Fashion,11/12/2022,Fiber Fashion
425188,Women 18-24,Market Expansion,15 Days,Instagram,0.11,$500.00 ,5.47,Austin,Spanish,609,3324,1,Food,10/6/2022,Epicurean Edge
877578,Women 18-24,Product Launch,15 Days,Facebook,0.13,$500.00 ,4.96,Los Angeles,Spanish,609,3324,1,Food,6/2/2022,Epicurean Edge
769265,Men 45-60,Brand Awareness,15 Days,Instagram,0.02,$500.00 ,4.47,Miami,Spanish,609,3324,4,Food,3/9/2022,Gourmet Grove
890081,Men 25-34,Product Launch,15 Days,Facebook,0.04,$500.00 ,4.57,New York,English,609,3325,6,Home,6/21/2022,Living Luxe
641889,All Ages,Product Launch,15 Days,Pinterest,0.04,$500.00 ,0.053624179,Los Angeles,French,357,2146,1,Health,8/13/2022,Balance Beam
896097,Men 18-24,Increase Sales,15 Days,Twitter,0.06,$500.00 ,6.95,Miami,English,610,3326,1,Home,9/1/2022,Cozy Corners
997936,Men 18-24,Product Launch,15 Days,Facebook,0.15,$500.00 ,5.33,Las Vegas,French,610,3326,1,Fashion,12/8/2022,Vogue Visions
130793,Men 45-60,Brand Awareness,15 Days,Pinterest,0.01,$500.00 ,0.089373632,Las Vegas,Spanish,358,2147,1,Fashion,9/10/2022,Style Sphere
198200,Women 35-44,Increase Sales,15 Days,Twitter,0.1,$500.00 ,3.22,Austin,Spanish,610,3327,9,Food,5/18/2022,Gastronomy Guild
510383,Men 25-34,Product Launch,15 Days,Pinterest,0.12,$500.00 ,1.140407542,Los Angeles,English,358,2148,1,Home,3/18/2022,Domestic Dream
127682,Men 45-60,Increase Sales,15 Days,Twitter,0.03,$500.00 ,6.5,Las Vegas,French,610,3327,5,Food,12/2/2022,Nosh Nirvana
819190,Men 35-44,Market Expansion,15 Days,Instagram,0.01,$500.00 ,1.71,New York,Spanish,610,3328,6,Health,6/30/2022,Vigor Valley
907033,Women 35-44,Market Expansion,15 Days,Pinterest,0.03,$500.00 ,0.001787473,New York,Spanish,358,2148,1,Technology,10/28/2022,Code Crafters
123313,All Ages,Brand Awareness,15 Days,Twitter,0.09,$500.00 ,6.45,Las Vegas,English,611,3329,4,Technology,8/4/2022,Code Crafters
711039,Women 35-44,Product Launch,15 Days,Facebook,0.09,$500.00 ,7.46,Los Angeles,English,611,3329,4,Technology,7/5/2022,Quantum Quirks
262504,Men 35-44,Brand Awareness,15 Days,Facebook,0.11,$500.00 ,4.05,Austin,French,611,3329,3,Food,10/31/2022,Dine Divine
899620,Women 18-24,Product Launch,15 Days,Pinterest,0.08,$500.00 ,0.205559353,Miami,English,358,2149,1,Technology,6/18/2022,Code Crafters
351124,All Ages,Market Expansion,15 Days,Twitter,0.1,$500.00 ,5.09,New York,French,611,3330,8,Technology,10/15/2022,Tech Titans
679805,Women 35-44,Increase Sales,15 Days,Twitter,0.02,$500.00 ,0.36,New York,Spanish,611,3331,6,Fashion,9/9/2022,Chic Couture
598924,Women 35-44,Increase Sales,15 Days,Pinterest,0.14,$500.00 ,0.336044856,Las Vegas,French,358,2150,1,Health,1/25/2022,Heal Hub
423350,Men 25-34,Increase Sales,15 Days,Twitter,0.08,$500.00 ,5.49,Miami,English,612,3331,8,Food,8/31/2022,Savor Street
168492,Men 18-24,Market Expansion,15 Days,Instagram,0.08,$500.00 ,4.66,Los Angeles,Spanish,612,3332,5,Home,7/16/2022,Cozy Corners
583934,Women 18-24,Market Expansion,15 Days,Facebook,0.05,$500.00 ,5.67,New York,Spanish,612,3332,6,Home,2/14/2022,Domestic Dream
582033,Men 25-34,Increase Sales,15 Days,Pinterest,0.12,$500.00 ,0.030387035,Miami,English,359,2151,1,Home,12/22/2022,Cozy Corners
298819,Men 35-44,Product Launch,15 Days,Instagram,0.01,$500.00 ,6.6,New York,Spanish,612,3333,8,Food,3/7/2022,Feast Flavors
705757,Men 25-34,Market Expansion,15 Days,Facebook,0.02,$500.00 ,1.27,Austin,English,612,3333,2,Food,6/5/2022,Gourmet Grove
890759,Women 25-34,Product Launch,15 Days,Pinterest,0.05,$500.00 ,0.32532002,Austin,French,359,2152,1,Fashion,10/11/2022,Fiber Fashion
755045,All Ages,Brand Awareness,15 Days,Twitter,0.07,$500.00 ,5.22,Miami,French,612,3334,10,Health,9/6/2022,Vigor Valley
629860,Men 25-34,Market Expansion,15 Days,Facebook,0.14,$500.00 ,2.81,Miami,English,613,3335,8,Food,8/28/2022,Bistro Bliss
406166,All Ages,Brand Awareness,15 Days,Instagram,0.14,$500.00 ,1.04,Las Vegas,English,613,3335,8,Technology,6/22/2022,Pixel Pioneers
762108,Men 35-44,Product Launch,15 Days,Twitter,0.12,$500.00 ,2.62,Miami,English,613,3335,2,Food,4/26/2022,Savor Street
153630,Men 18-24,Market Expansion,15 Days,Facebook,0.03,$500.00 ,2.87,Las Vegas,English,613,3336,4,Home,2/17/2022,Nest Neat
532001,Men 18-24,Market Expansion,15 Days,Instagram,0.05,$500.00 ,4.13,Austin,English,613,3336,5,Food,2/12/2022,Gourmet Grove
805339,Men 45-60,Increase Sales,15 Days,Pinterest,0.11,$500.00 ,1.415678328,Miami,English,360,2153,1,Fashion,7/18/2022,Glam Garments
685252,Men 35-44,Product Launch,15 Days,Pinterest,0.02,$500.00 ,1.17258205,Los Angeles,Spanish,360,2154,1,Fashion,7/1/2022,Vogue Visions
103935,Women 18-24,Brand Awareness,15 Days,Facebook,0.05,$500.00 ,7.4,Los Angeles,Spanish,614,3337,8,Technology,4/24/2022,NexGen Nerds
521654,Women 25-34,Product Launch,15 Days,Pinterest,0.05,$500.00 ,1.113595453,Austin,Spanish,360,2155,1,Food,10/6/2022,Dine Divine
640889,Women 25-34,Market Expansion,15 Days,Twitter,0.08,$500.00 ,3.25,Las Vegas,French,614,3338,9,Health,8/8/2022,Aura Align
899019,Women 35-44,Increase Sales,15 Days,Instagram,0.03,$500.00 ,3.66,Austin,Spanish,614,3338,5,Home,5/3/2022,Furnish Fine
881890,Women 35-44,Increase Sales,15 Days,Instagram,0.12,$500.00 ,1.28,New York,Spanish,614,3339,7,Food,10/28/2022,Savor Street
617312,Men 18-24,Brand Awareness,15 Days,Twitter,0.02,$500.00 ,7.47,Las Vegas,French,614,3339,9,Food,11/28/2022,Dine Divine
262267,Women 45-60,Market Expansion,15 Days,Facebook,0.12,$500.00 ,3.1,Austin,English,614,3340,4,Health,8/7/2022,Pulse Point
682157,Men 18-24,Increase Sales,15 Days,Twitter,0.04,$500.00 ,4.2,Miami,English,614,3340,7,Health,1/30/2022,Balance Beam
992534,Men 25-34,Increase Sales,15 Days,Instagram,0.14,$500.00 ,3.92,Las Vegas,English,615,3340,9,Food,9/22/2022,Feast Flavors
963018,Women 45-60,Product Launch,15 Days,Pinterest,0.15,$500.00 ,0.782913015,New York,Spanish,361,2157,1,Food,12/23/2022,Dine Divine
359665,Men 35-44,Product Launch,15 Days,Twitter,0.03,$500.00 ,4.84,Austin,English,615,3341,2,Technology,5/15/2022,Pixel Pioneers
351803,All Ages,Product Launch,15 Days,Facebook,0.09,$500.00 ,3.81,Las Vegas,French,615,3342,8,Food,12/7/2022,Epicurean Edge
684997,Women 25-34,Increase Sales,15 Days,Facebook,0.07,$500.00 ,1.17,Miami,Spanish,615,3342,10,Technology,7/20/2022,Tech Titans
760073,Men 35-44,Market Expansion,15 Days,Pinterest,0.08,$500.00 ,1.167219632,Austin,English,361,2157,1,Health,4/17/2022,Wellness Waves
280685,Men 18-24,Product Launch,15 Days,Pinterest,0.05,$500.00 ,0.382519144,Los Angeles,Spanish,361,2158,1,Health,11/23/2022,Aura Align
948176,Women 45-60,Product Launch,15 Days,Instagram,0.05,$500.00 ,5.51,Las Vegas,French,615,3343,10,Home,3/12/2022,Living Luxe
393524,Women 45-60,Brand Awareness,15 Days,Twitter,0.12,$500.00 ,7.05,Las Vegas,English,616,3343,7,Health,4/3/2022,Aura Align
947837,All Ages,Increase Sales,15 Days,Instagram,0.08,$500.00 ,0.8,New York,Spanish,616,3344,7,Technology,11/30/2022,Silicon Saga
454801,Women 45-60,Increase Sales,15 Days,Pinterest,0.07,$500.00 ,0.940210607,Las Vegas,English,361,2159,1,Home,9/19/2022,Furnish Fine
327206,Women 18-24,Market Expansion,15 Days,Twitter,0.1,$500.00 ,7.41,Miami,French,616,3345,5,Technology,5/14/2022,Giga Geeks
821913,Men 35-44,Brand Awareness,15 Days,Facebook,0.08,$500.00 ,0.24,New York,French,616,3345,2,Home,12/15/2022,Living Luxe
566868,Men 35-44,Brand Awareness,15 Days,Instagram,0.14,$500.00 ,0.07,Los Angeles,Spanish,616,3345,8,Food,11/13/2022,Feast Flavors
665730,Men 25-34,Product Launch,15 Days,Instagram,0.08,$500.00 ,4.82,Austin,Spanish,616,3346,1,Food,2/5/2022,Feast Flavors
449143,Women 35-44,Product Launch,15 Days,Instagram,0.07,$500.00 ,7.98,Austin,Spanish,617,3346,7,Fashion,12/28/2022,Fiber Fashion
752327,Women 35-44,Brand Awareness,15 Days,Facebook,0.13,$500.00 ,0.64,Miami,Spanish,617,3347,2,Technology,7/12/2022,Gadget Giants
109496,Women 35-44,Brand Awareness,15 Days,Pinterest,0.12,$500.00 ,0.278845731,Miami,Spanish,362,2160,1,Fashion,5/2/2022,Chic Couture
692803,Women 45-60,Market Expansion,15 Days,Instagram,0.14,$500.00 ,1.4,Miami,French,617,3347,2,Home,5/19/2022,Cozy Corners
463426,Men 35-44,Increase Sales,15 Days,Instagram,0.06,$500.00 ,4.32,New York,French,617,3348,1,Food,7/5/2022,Feast Flavors
207127,Women 45-60,Brand Awareness,15 Days,Facebook,0.14,$500.00 ,3.59,Las Vegas,French,617,3348,8,Fashion,12/10/2022,Chic Couture
139353,Men 18-24,Brand Awareness,15 Days,Instagram,0.13,$500.00 ,7.12,Austin,Spanish,617,3349,2,Health,1/13/2022,Elixir Essence
907784,Men 45-60,Market Expansion,15 Days,Facebook,0.04,$500.00 ,4.19,Los Angeles,Spanish,617,3349,8,Food,3/22/2022,Gourmet Grove
765761,Women 45-60,Market Expansion,15 Days,Instagram,0.04,$500.00 ,3.46,Austin,French,618,3349,7,Home,4/22/2022,Living Luxe
954061,Women 18-24,Market Expansion,15 Days,Facebook,0.09,$500.00 ,6.34,Los Angeles,Spanish,618,3350,9,Health,5/9/2022,Fitness Front
467421,Men 35-44,Brand Awareness,15 Days,Twitter,0.07,$500.00 ,3.71,Las Vegas,English,618,3350,3,Fashion,11/30/2022,Mode Maven
116488,Women 25-34,Brand Awareness,15 Days,Pinterest,0.07,$500.00 ,0.68460202,Miami,English,362,2163,1,Food,10/22/2022,Epicurean Edge
235997,Women 45-60,Increase Sales,15 Days,Facebook,0.06,$500.00 ,6.66,Las Vegas,English,618,3351,6,Home,5/6/2022,Furnish Fine
371509,Women 35-44,Increase Sales,15 Days,Pinterest,0.08,$500.00 ,0.695326856,Austin,French,362,2163,1,Home,5/1/2022,Nest Neat
811582,Men 35-44,Increase Sales,15 Days,Pinterest,0.1,$500.00 ,1.018859403,New York,French,362,2164,1,Technology,12/9/2022,Silicon Saga
626702,Women 18-24,Product Launch,15 Days,Pinterest,0.03,$500.00 ,0.361069473,Austin,Spanish,363,2164,1,Food,2/11/2022,Epicurean Edge
391181,Women 35-44,Increase Sales,15 Days,Facebook,0.14,$500.00 ,5.86,Miami,French,619,3352,4,Technology,10/4/2022,Giga Geeks
829846,Men 35-44,Product Launch,15 Days,Instagram,0.03,$500.00 ,2.44,Las Vegas,Spanish,619,3353,9,Health,9/20/2022,Elixir Essence
652671,Men 25-34,Increase Sales,15 Days,Pinterest,0.09,$500.00 ,1.142195015,Miami,French,363,2164,1,Food,6/10/2022,Gourmet Grove
902914,Women 25-34,Brand Awareness,15 Days,Pinterest,0.06,$500.00 ,0.058986597,Las Vegas,Spanish,363,2165,1,Technology,5/29/2022,Tech Titans
428675,Women 18-24,Product Launch,15 Days,Pinterest,0.1,$500.00 ,0.137635393,Las Vegas,Spanish,363,2165,1,Home,4/22/2022,Furnish Fine
606007,Women 18-24,Brand Awareness,15 Days,Instagram,0.07,$500.00 ,5.77,Miami,English,619,3354,8,Technology,3/22/2022,Innovate Infinity
612262,Men 45-60,Product Launch,15 Days,Instagram,0.02,$500.00 ,3.95,Las Vegas,Spanish,619,3355,7,Health,2/14/2022,Well Wish
830054,Men 35-44,Product Launch,15 Days,Instagram,0.09,$500.00 ,2.98,Las Vegas,Spanish,620,3355,8,Food,3/19/2022,Palate Paradise
935961,Women 25-34,Increase Sales,15 Days,Twitter,0.14,$500.00 ,2.53,Los Angeles,French,620,3356,5,Food,4/9/2022,Gastronomy Guild
797579,Men 25-34,Product Launch,15 Days,Facebook,0.09,$500.00 ,4.5,Las Vegas,Spanish,620,3356,10,Health,12/23/2022,Pulse Point
456668,Women 18-24,Market Expansion,15 Days,Instagram,0.12,$500.00 ,2.56,Austin,French,620,3356,7,Food,3/12/2022,Bistro Bliss
978370,Women 35-44,Product Launch,15 Days,Facebook,0.13,$500.00 ,0.72,Miami,English,620,3357,5,Home,8/7/2022,Space Spruce
986233,All Ages,Increase Sales,15 Days,Instagram,0.07,$500.00 ,0.39,Los Angeles,French,620,3357,4,Home,3/25/2022,Space Spruce
794878,Women 45-60,Brand Awareness,15 Days,Facebook,0.03,$500.00 ,1.55,Los Angeles,French,620,3358,8,Health,6/9/2022,Pulse Point
491578,All Ages,Market Expansion,15 Days,Facebook,0.11,$500.00 ,2.12,New York,English,621,3358,5,Health,9/2/2022,Wellness Waves
263952,Men 25-34,Increase Sales,15 Days,Facebook,0.02,$500.00 ,1.07,Los Angeles,Spanish,621,3358,4,Health,11/8/2022,Aura Align
857910,Men 18-24,Market Expansion,15 Days,Facebook,0.02,$500.00 ,6.3,Miami,English,621,3359,10,Home,8/1/2022,Space Spruce
438076,Women 25-34,Brand Awareness,15 Days,Facebook,0.15,$500.00 ,4.66,New York,French,621,3359,7,Technology,12/3/2022,Gadget Giants
548802,Women 45-60,Brand Awareness,15 Days,Facebook,0.12,$500.00 ,6.03,Las Vegas,French,621,3359,2,Food,6/23/2022,Epicurean Edge
245006,All Ages,Market Expansion,15 Days,Pinterest,0.07,$500.00 ,0.554116517,Los Angeles,Spanish,364,2169,1,Fashion,3/22/2022,Vogue Visions
403895,Men 45-60,Brand Awareness,15 Days,Pinterest,0.09,$500.00 ,0.089373632,Los Angeles,Spanish,364,2169,1,Technology,5/25/2022,Pixel Pioneers
382169,Women 18-24,Market Expansion,15 Days,Facebook,0.09,$500.00 ,7.32,Los Angeles,English,621,3361,7,Health,8/24/2022,Wellness Waves
142262,Men 18-24,Market Expansion,15 Days,Pinterest,0.08,$500.00 ,0.832962249,Las Vegas,French,365,2170,1,Technology,2/24/2022,Giga Geeks
161712,Men 18-24,Brand Awareness,15 Days,Instagram,0.07,$500.00 ,7.96,Los Angeles,English,622,3361,5,Food,12/21/2022,Dine Divine
390641,Women 35-44,Market Expansion,15 Days,Instagram,0.06,$500.00 ,4.21,Las Vegas,English,622,3362,6,Health,6/15/2022,Vigor Valley
385954,Men 35-44,Product Launch,15 Days,Instagram,0.04,$500.00 ,5.75,Los Angeles,Spanish,622,3362,5,Food,5/27/2022,Gourmet Grove
273156,All Ages,Product Launch,15 Days,Pinterest,0.14,$500.00 ,0.84726203,Miami,French,365,2171,1,Home,2/11/2022,Furnish Fine
590210,Women 25-34,Product Launch,15 Days,Pinterest,0.04,$500.00 ,0.471892776,Los Angeles,Spanish,365,2171,1,Food,10/12/2022,Gastronomy Guild
